applicant_id,jurisdiction,protected_group,model_score,approved,manual_review,decision_reason_1,decision_reason_2,us_mode_output,eu_mode_output,portfolio_us_governance_action,portfolio_eu_governance_action
APP-04542,Singapore,1,0.0297,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04543,EU,0,0.1351,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04544,UK,0,0.0218,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04545,US,1,0.3131,0,0,Low credit score,Elevated regional portfolio risk,Adverse-action notice required: Low credit score; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04546,EU,0,0.0373,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04547,US,0,0.0268,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04548,EU,0,0.1289,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04549,UK,0,0.0447,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04550,US,0,0.1449,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04551,EU,0,0.0783,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04552,EU,0,0.0303,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04553,Singapore,0,0.0545,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04554,US,0,0.2345,0,0,Prior default history,High debt-to-income ratio,Adverse-action notice required: Prior default history; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04555,US,1,0.0706,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04556,UK,0,0.2978,0,0,Prior default history,High debt-to-income ratio,Adverse-action notice required: Prior default history; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04557,EU,1,0.0474,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
